CS,BZO,BZO_ratio,Total_GSL,C3ratio_emmeans,Alk_emmeans,OH_emmeans,MSO_emmeans,GSOH_emmeans,lc,sc,GSOX_emmeans,Alk_OH_ratio,Ref,AOP,MAM,GSOH,Key,Classification,Classification_name,PC1,PC2,PC3,PC4,PC5,PC6,Name,Country,Lat,Long
CS76991,0.004814241,0.200720096,0.023984848,0.888823686,-0.005481978,0.850461612,0.00015906,0.937946456,0.56946477,0.215987568,0.154861306,-0.006445886,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-1.40873289,2.115099647,-0.031778311,0.72520714,-0.645911296,1.11E-15,Kus3-1,GER,48.51,9.11
CS76992,0.000956957,0.049118953,0.019482439,0.983588016,0.429769054,0.330578246,0.000350104,0.937946456,0.778955599,0.120805459,0.239302596,1.300052439,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.42667732,0.157671296,-0.205153717,-0.015518421,0.684018382,4.72E-16,KYC-33,USA,37.9169,-84.4639
CS76994,0.006156966,0.217372942,0.028324436,0.980983756,-0.004607869,0.787203853,0.015048469,0.937946456,0.559950707,0.21759134,0.202355548,-0.005853464,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-1.201026861,2.174467309,0.13337975,0.438866278,-0.327406153,1.16E-15,Kz-13,KAZ,49.5,73.1
CS76996,0.004150252,0.153810819,0.026982835,0.019953611,0.32404086,0.286041691,8.78E-05,0.479839855,0.478913497,0.34773451,0.389829629,1.132844863,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.407247488,-0.198926156,0.658112958,1.353576038,-0.643744719,-1.89E-15,IP-Lac-0,ESP,43.33,-5.91
CS76997,0.004559685,0.18123023,0.025159627,0.004220303,0.488926216,0.234581033,8.74E-05,0.958608383,0.425817202,0.374529438,0.276405306,2.084252975,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.169178741,-0.508068072,-0.682749036,0.354341633,-0.790263378,5.00E-16,IP-Laf-1,ESP,43.36,-5.88
CS76998,0.002989127,0.112310093,0.026614945,0.002494098,0.526451189,0.094891078,8.91E-05,0.936878184,0.518987501,0.347512868,0.378568642,5.547952432,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.69926405,-0.753140289,-0.680649117,0.355780626,-0.331886814,-1.11E-16,Lag1-2,GEO,41.8296,46.2831
CS76999,0.002420124,0.094830702,0.025520469,0.02429587,0.502746325,0.052144954,8.92E-05,0.960174778,0.53031968,0.362054513,0.445019541,9.641322599,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.931191459,-0.659321025,-0.753487574,0.36973103,-0.086768291,-2.22E-16,Lag1-4,GEO,41.8296,46.2831
CS77000,0.002900902,0.114658857,0.025300287,0.062543645,0.515772457,0.128351707,0.000111235,0.969823802,0.580012154,0.292793318,0.355764601,4.018430834,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.495057755,-0.642419139,-0.733947251,0.2883177,-0.333663338,-5.55E-17,Lag1-5,GEO,41.8296,46.2831
CS77001,0.003320095,0.131221624,0.025301432,0.381015302,0.495464108,0.181512688,0.000143866,0.929331589,0.638499511,0.226372127,0.322879338,2.729638974,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,0.880626732,-0.435120807,-0.477599105,0.214005284,0.065012278,-5.55E-17,Lag1-6,GEO,41.8296,46.2831
CS77002,0.003303711,0.117369105,0.028148046,0.004583288,0.484303726,0.08389837,0.000102995,0.922878308,0.579637279,0.284224699,0.431694909,5.772504611,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.868263097,-0.605604756,-0.645700064,0.460234982,-0.207478897,-4.44E-16,Lag1-7,GEO,41.8296,46.2831
CS77003,0.002063176,0.086353319,0.023892261,0.059837515,0.601951784,0.074881211,8.63E-05,0.931749884,0.496917192,0.399840944,0.323080749,8.038755962,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.495177482,-1.03922138,-0.652652521,0.194359013,-0.29556645,5.55E-17,Lag1-8,GEO,41.8296,46.2831
CS77004,0.00277942,0.103521497,0.026848723,0.615927172,-0.004031982,0.670087251,0.016909789,0.937946456,0.597143929,0.262337802,0.317034941,-0.006017099,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-0.168113576,1.964495299,-0.036142755,0.620065438,-0.538289043,1.17E-15,Lag2-10,GEO,41.8296,46.2831
CS77005,0.004549519,0.136231796,0.033395427,0.532778161,-0.002139491,0.645003027,0.020315035,0.937946456,0.462428133,0.397471066,0.33682143,-0.003317025,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,0.064467532,1.923308691,-0.04302977,0.605744846,-0.612339234,1.22E-15,Lag2-4,GEO,41.8296,46.2831
CS77006,0.004117651,0.149510352,0.027540909,0.484436108,-0.003313125,0.601968789,0.010042154,0.937946456,0.537296244,0.311233989,0.391302182,-0.005503814,Accession,OH,C4,NF,C4_OH_NF,13,4OHB,0.296014718,1.83994947,-0.186338287,0.82278527,-0.4744117,7.77E-16,Lag2-6,GEO,41.8296,46.2831
CS77007,0.003640577,0.25353516,0.014359259,0.733942392,0.103416371,0.661731834,-0.002996634,0.938110008,0.399299507,0.334422134,0.237848429,0.156281391,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-0.663986301,1.505736269,-0.201980797,0.700575476,-0.387625492,6.45E-16,Lag2-7,GEO,41.8296,46.2831
CS77008,0.002907253,0.097784474,0.029731233,0.98388078,0.254557137,0.158571969,0.048032776,1.037983347,0.721176782,0.181174827,0.538838117,1.605309803,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,1.008691806,1.01591948,-0.052162396,-0.597219574,1.39843671,8.88E-16,IP-Lam-0,ESP,40.57,-3.89
CS77009,0.000748391,0.025408079,0.029454844,1.004134493,0.896925469,0.306932792,-0.018488302,0.938110008,0.921272205,0.026424516,-0.185369959,2.922221059,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-1.752202403,-1.743101767,-0.404268905,-0.600137051,0.042142121,1.11E-16,Lan 1,SWE,55.9745,14.3997
CS77010,0.002361278,0.088203009,0.026770946,0.988267446,0.395885114,0.213642269,0.00016923,1.059460746,0.727991829,0.181880087,0.390303387,1.853028034,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,0.190542838,0.315516343,-0.586155629,-0.092061533,1.199852273,5.00E-16,IP-Lch-0,ESP,40.51,-4
CS77012,0.000960262,0.040394236,0.023772253,0.981977312,0.796210246,0.216322711,-0.007334252,0.938110008,0.853398372,0.082534331,-0.005198705,3.680659518,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.984484347,-1.366596799,-0.333289553,-0.559840979,0.473577194,-2.78E-16,IP-Ldd-0,ESP,41.58,-4.71
CS77013,0.004097626,0.15214684,0.026932048,0.008005107,0.641670797,0.204260675,0.000112798,0.979913872,0.548344707,0.271241421,0.15395573,3.141430909,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,0.861536778,-1.101573834,-0.752009521,0.032979069,-0.954257763,3.05E-16,LDV-18,FRA,48.5167,-4.06667
CS77014,0.003945737,0.143413831,0.027512946,0.017879936,0.617811026,0.20904128,9.20E-05,0.980297673,0.505466734,0.325646115,0.173055725,2.955449885,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,0.894961695,-1.001839519,-0.747482177,0.072865785,-0.910275164,4.16E-17,LDV-46,FRA,48.5167,-4.06667
CS77015,0.002549994,0.120926739,0.021087098,0.968381052,0.707509625,0.278077216,0.000157525,-0.168752794,0.569738186,0.248062298,0.014255635,2.544291962,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.923650646,-1.811013134,2.801740879,1.093560911,0.352897617,-6.05E-15,Lebja-1,RUS,51.65,80.79
CS77018,0.003066573,0.125694742,0.024396987,0.015018508,0.559094668,0.101654643,0.00011121,0.940966355,0.550922536,0.303701067,0.339139479,5.499942246,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.557473451,-0.867795489,-0.684079473,0.277775588,-0.396698757,-1.67E-16,LEC-25,FRA,43.91,4.14
CS77019,0.001623077,0.057418713,0.028267387,0.978609598,0.629722635,0.271778425,0.000247806,1.032434012,0.814314741,0.117633193,0.098251134,2.317044239,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-0.732116105,-0.583799015,-0.491576118,-0.520894951,0.524369878,9.44E-16,IP-Leg-0,ESP,40.33,-3.8
CS77021,0.002681749,0.231830886,0.011567695,0.999923212,-0.01106953,0.879936979,0.000321184,0.937946456,0.544660882,0.221782385,0.130811367,-0.012579912,Ler,OH,C3,NF,C3_OH_NF,8,3OHP,-1.677131268,2.199497665,0.024907237,0.669788865,-0.55222938,1.14E-15,Ler-1,GER,47.984,10.8719
CS77023,0.008866314,0.370518629,0.023929469,0.971211452,0.058429278,0.829936212,-0.00169307,0.938110008,0.262837133,0.355183478,0.113327581,0.070402131,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-1.617347947,1.880136554,-0.028082024,0.598448997,-0.531448903,1.28E-15,Lerik1-4,AZE,38.7406,48.6131
CS77024,0.004883996,0.233649006,0.020903132,0.947843865,0.102040351,0.741494531,-0.002956762,0.938110008,0.510464559,0.232826833,0.15942188,0.137614435,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-1.313203083,1.644087694,-0.08633266,0.573494985,-0.310809223,1.08E-15,Lerik1-7,AZE,38.7406,48.6131
CS77025,0.006225144,0.240657813,0.025867201,0.948232754,0.066377274,0.726356059,-0.001923375,0.938110008,0.459119989,0.289232763,0.209190041,0.091383934,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-1.138973794,1.778366304,-0.08152052,0.629219376,-0.191641525,1.17E-15,Lerik2-1,AZE,38.7833,48.5517
CS77026,0.008279458,0.359165768,0.023051913,0.95842212,0.057659318,0.604537593,-0.00167076,0.938110008,0.249194808,0.373628386,0.339473849,0.095377556,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-0.573287519,1.746091978,-0.124484881,0.673131311,0.304585789,1.11E-15,Lerik2-3,AZE,38.7833,48.5517
CS77028,0.007884174,0.268096242,0.029407999,0.949725642,0.05062483,0.787148918,-0.001466925,0.938110008,0.386993214,0.333570231,0.163693178,0.06431417,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-1.370491716,1.877721927,-0.05143465,0.63304084,-0.393332097,1.05E-15,Lerik2-6,AZE,38.7833,48.5517
CS77029,0.000848667,0.030788411,0.027564495,0.999891472,0.531669719,0.399591451,0.000453943,0.937946456,0.876591025,0.065852975,0.068284887,1.330533267,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-1.055386082,-0.19103976,-0.169821277,-0.243997317,0.259218109,5.55E-16,Lerik2-7,AZE,38.7833,48.5517
CS77030,0.001479592,0.057309068,0.025817764,0.224787481,0.670335554,0.084678989,0.000102857,0.777853944,0.625177182,0.310296003,0.2448826,7.916196917,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.035731884,-1.351212531,-0.162491413,0.202676768,-0.167422799,-8.05E-16,Leska-1-44,BUL,41.54,24.98
CS77032,0.002437552,0.128805936,0.018924221,0.99992954,0.583518396,0.368714754,0.000294718,0.937946456,0.706545487,0.14774151,0.047472131,1.582574036,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-1.064823657,-0.411328726,-0.184093943,-0.33281285,0.280674317,3.89E-16,Lesno-1,RUS,53.04,51.9
CS77033,0.001981537,0.10220796,0.019387306,0.984220614,0.701005044,0.262401341,0.000176144,-1.078571429,0.626852537,0.241292007,0.036417471,2.67149947,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.819324044,-2.488332184,5.298011901,2.436548752,0.464289837,-1.10E-14,Lesno-2,RUS,53.04,51.94
CS77034,0.002687568,0.130195069,0.020642625,0.999939691,0.624732971,0.326335421,0.000252258,0.937946456,0.691793992,0.158240436,0.04867935,1.914389094,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.990969093,-0.596534114,-0.201825261,-0.399537217,0.36506165,5.00E-16,Lesno-4,RUS,53.04,51.96
CS77035,0.004834859,0.197074818,0.024533114,0.978476522,-0.00614181,0.860940842,0.000178205,0.937946456,0.611296632,0.188475095,0.145022763,-0.007133835,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-1.576282251,2.159980948,0.007382695,0.678913931,-0.526275339,1.42E-15,Li-7,GER,50.3833,8.0666
CS77036,0.002073369,0.092869134,0.022325706,0.038692074,0.719051941,0.160111875,0.000194303,0.942098849,0.680650634,0.189951036,0.12064188,4.490934476,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,0.799544099,-1.444622535,-0.653587763,-0.065319522,-0.876777706,-2.78E-17,LI-OF-065,USA,40.7777,-72.9069
CS77038,0.003094073,0.141945488,0.021797614,0.748882383,0.150749943,0.51732138,0.115158866,0.937946456,0.729441617,0.119297413,0.216769811,0.291404818,Accession,AOP23,C3,NF,C3_AOP23_NF,4,?,0.216894649,1.74059906,0.977221652,-1.404181973,-0.561175437,1.39E-15,Liarum,SWE,55.9473,13.821
CS77039,0.000854273,0.047319089,0.018053454,1.001986871,0.857394149,0.175927618,-0.008884734,0.938110008,0.849227914,0.089713138,-0.024437033,4.873561968,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-1.009164661,-1.626565198,-0.35822069,-0.649663274,0.556841235,0,Lill??-1,SWE,56.1494,15.7884
CS77040,0.004668884,0.203795684,0.022909631,0.980928357,0.001146493,0.904918761,0.000192759,0.937946456,0.607985732,0.186592963,0.093741988,0.001266957,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-1.800411112,2.158448508,0.02636298,0.650162419,-0.702924251,1.22E-15,LIN S-5,USA,41.8972,-71.4378
CS77042,0.003767864,0.151369531,0.024891826,0.953499441,0.479937663,0.399203034,0.001565335,0.938021909,0.676088412,0.151164966,0.119293967,1.202239516,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.83810448,-0.004108801,-0.176487428,-0.139887233,0.269254369,3.61E-16,Lis-1,SWE,56.0328,14.775
CS77044,0.002955741,0.127875222,0.023114259,0.999926985,0.412651266,0.494361525,0.000305403,0.937946456,0.742109792,0.116727514,0.092681806,0.834715577,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-1.144134176,0.32650806,-0.132650783,-0.038400611,0.122180181,7.77E-16,Lis-3,SWE,56.0328,14.775
CS77047,0.000861917,0.03717729,0.023183965,0.052003953,-0.005087359,0.007573982,0.04576527,0.937946456,0.71069529,0.240781415,0.951748107,-0.671688742,Accession,MSO,C4,NF,C4_MSO_NF,12,4MSO,3.705622247,1.475100882,-0.223068281,0.597023761,0.826076651,-4.44E-16,LL-0,ESP,41.59,2.49
CS77048,0.003280171,0.120861742,0.027139862,0.352781174,-0.006065689,0.457323382,0.066375503,0.937946456,0.698324293,0.172510383,0.482366804,-0.013263458,Accession,MSO,C4,NF,C4_MSO_NF,12,4MSO,1.321991211,1.950151553,0.291150826,-0.040695397,-0.466673537,8.88E-16,Lom1-1,SWE,56.09,13.9
CS77052,0.002950297,0.121086921,0.024365117,0.975429031,-0.005931428,0.390904671,0.020101982,0.937946456,0.680873806,0.196505766,0.594924775,-0.015173591,Accession,MSO,C3,NF,C3_MSO_NF,6,3MSO,0.627722195,1.966602853,0.0227099,0.4748385,1.144335556,6.66E-16,Lp2-6,CZE,49.38,16.81
CS77054,0.001802493,0.098711104,0.018260286,0.932679154,0.403508484,0.437436053,0.000451083,1.009364454,0.787093857,0.100037589,0.15860438,0.922439933,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-0.770030749,0.357190674,-0.376255737,-0.077771897,0.235267024,1.21E-15,IP-Lro-0,ESP,40.5,-3.88
CS77055,0.001140827,0.058729008,0.019425273,0.254367151,0.596250688,0.142921052,-0.003978746,0.852209942,0.733692292,0.186186162,0.264807006,4.171888451,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,0.927914559,-0.977192863,-0.37382047,0.27649724,-0.176315071,-3.19E-16,IP-Lso-0,ESP,38.86,-3.16
CS77056,0.003851527,0.203531751,0.01892347,0.973273599,-0.011290152,0.931791961,0.000327585,0.937946456,0.65361453,0.132923718,0.079170606,-0.012116602,Accession,OH,C3,NF,C3_OH_NF,8,3OHP,-1.875914412,2.220015151,0.035753543,0.667742008,-0.796160191,1.39E-15,Lu-1,SWE,55.71,13.2
CS77057,0.003236921,0.160125913,0.020214848,0.756693804,0.418210911,0.247915324,0.241724158,1.01256588,0.53021556,0.298649289,0.092149607,1.686910287,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,1.06628232,1.136627447,1.985019737,-4.151417663,-0.731457866,2.50E-15,Lu3-30,GER,48.53,9.09
CS77058,0.003307484,0.142452048,0.023218227,0.999971042,0.738619192,0.17610824,0.007797607,0.937946456,0.551854194,0.292996359,0.077474961,4.194120559,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.611646915,-1.095430247,-0.184409745,-0.706894963,0.681384363,1.67E-16,Lu4-2,GER,48.54,9.09
CS77059,0.002181895,0.084634499,0.025780208,0.129260218,0.706913459,0.193153325,0.000195837,0.967432634,0.732097,0.163210087,0.099737379,3.659856529,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,0.560186425,-1.32212589,-0.674572958,-0.133321263,-0.820107518,5.00E-16,IP-Lum-0,ESP,42.24,-2.62
CS77060,0.001061005,0.056175864,0.018887204,0.039087199,-0.006877129,0.336363009,0.049604975,0.937946456,0.699405743,0.218639296,0.620909145,-0.020445556,Accession,MSO,C4,NF,C4_MSO_NF,12,4MSO,2.246445433,1.685547692,-0.054292607,0.44213953,-0.465425699,0,Lund,SWE,55.71,13.2
CS77061,0.001579345,0.069375101,0.0227653,0.999943838,0.653961121,0.311448789,0.000234913,0.937946456,0.740152554,0.154080157,0.034355177,2.099738847,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-1.007481294,-0.718942409,-0.208098092,-0.451603382,0.367139619,3.33E-16,IP-Mac-0,ESP,40.72,-3.21
CS77062,0.00190135,0.081484766,0.023333809,-0.001766501,0.608186443,0.126514812,0.000108207,0.967120201,0.559593283,0.326352756,0.265190538,4.807235081,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.325002511,-1.030727944,-0.752318086,0.144909643,-0.613013032,3.75E-16,IP-Mad-0,ESP,40.45,-3.67
CS77063,0.002356334,0.070053184,0.033636358,0.013729429,0.647183268,0.081872073,8.75E-05,0.90685816,0.610302601,0.280088257,0.270857196,7.904811047,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.39691633,-1.248667393,-0.599403477,0.163518099,-0.487859742,-2.78E-16,IP-Mah-6,ESP,40,4.25
CS77068,0.001046289,0.033896611,0.030867068,0.627218151,0.911954261,0.12312659,-0.004333535,0.552988416,0.837973179,0.107577921,-0.030747316,7.406639501,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-0.386846117,-2.297573442,0.579309009,-0.069864753,-0.026834902,-2.22E-15,IP-Mar-1,ESP,39.58,-3.93
CS77069,0.003949558,0.145803978,0.027088136,0.949667421,0.539059859,0.356570915,0.000149535,1.005193981,0.640950523,0.203425846,0.104219691,1.511788638,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-0.816484002,-0.214733014,-0.394452421,-0.314111596,0.321147572,8.60E-16,MAR-4-16,FRA,47.45,3.94
CS77070,0.002914557,0.147612529,0.019744645,0.660683036,0.592561221,0.267716435,0.000178551,1.000644672,0.609665606,0.233730411,0.139543793,2.213391275,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-0.173465594,-0.594479983,-0.529725422,-0.243208081,0.048496002,3.89E-16,MAR2-3,FRA,47.35,3.93333
CS77071,0.001923615,0.093905522,0.020484578,0.03314056,0.630694604,0.139611112,0.000137823,0.818442397,0.606959145,0.291862785,0.229556461,4.517510073,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.159208959,-1.210747223,-0.325266826,0.297522774,-0.64149594,-8.67E-16,Marce-1,ITA,38.92,16.47
CS77072,0.000858631,0.032439183,0.026468947,0.055886457,0.275500742,0.041072149,0.000149586,0.962546645,0.746552266,0.208112778,0.683277523,6.707726511,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,2.592590813,0.232377843,-0.751347258,0.794645615,0.43566583,-6.66E-16,Marti-1,ITA,40.64,17.31
CS77073,0.002099631,0.136845523,0.015343074,0.97963061,0.583343125,0.390593214,0.000171978,0.259532595,0.498299686,0.312278164,0.025891683,1.493479929,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-1.10982695,-0.928399739,1.677068057,0.667660803,0.171363174,-3.05E-15,Masl-1,RUS,54.13,81.31
CS77074,0.001571321,0.065423585,0.024017654,0.008659035,0.51870723,0.059089863,0.000177674,0.985648751,0.720174639,0.193095424,0.422025233,8.778277703,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.874239701,-0.703627798,-0.825706845,0.305451587,-0.171470796,3.33E-16,IP-Mat-0,ESP,41.76,2.69
CS77077,0.001328462,0.053012643,0.025059343,0.97810341,0.339280176,0.164187198,-0.005077133,0.938110008,0.824183622,0.113102607,0.501609758,2.066422837,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,0.579869013,0.387067391,-0.331870181,0.306588078,1.506738721,-1.11E-16,Mdn-1,USA,42.051,-86.509
CS77078,0.003305131,0.128471733,0.025726523,-0.001419252,0.616178459,0.208516609,8.69E-05,0.848805562,0.48259067,0.368422619,0.175217997,2.955056976,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,0.933445093,-1.104743467,-0.394433754,0.278545256,-0.937594632,-4.44E-16,Melic-1,ITA,38.45,16.04
CS77079,0.003246704,0.117338086,0.027669652,0.261689319,0.571274105,0.186782295,0.00108163,0.86735372,0.67484539,0.196803488,0.240861969,3.058502438,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,0.806217644,-0.818511004,-0.341908477,0.198402205,-0.31200197,-1.39E-17,Melni-1,BUL,41.53,23.39
CS77081,0.001383792,0.046411135,0.029815948,0.987728168,0.109078125,0.090491255,0.013369392,1.076253721,0.805609197,0.138091031,0.787061228,1.205399631,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,1.618197997,1.426609608,-0.544548842,0.248904876,2.129524464,0,IP-Men-2,ESP,39.66,-4.34
CS77082,0.001402394,0.066678331,0.02103223,0.973834083,0.287390516,0.15902378,0.000246614,1.035677297,0.749340795,0.158863563,0.55333909,1.807217238,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,0.771784552,0.681509729,-0.547755194,0.175740499,1.584827194,6.66E-16,MIC-31,USA,41.8266,-86.4366
CS77085,0.001596311,0.071819313,0.022226765,0.99498583,0.421332286,0.439464141,0.025507333,0.937946456,0.690869991,0.186875102,0.11369624,0.95874099,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.831618668,0.364748598,0.105825782,-0.473443259,0.165098494,8.05E-16,Mitterberg-2-184,ITA,46.3668,11.2837
CS77086,0.003477987,0.115878167,0.03001417,0.997438567,0.567704917,0.2583479,0.024514276,0.937946456,0.688759607,0.186357077,0.149432907,2.197443515,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.436226009,-0.313499575,0.022557936,-0.687862274,0.590191784,1.39E-16,Mitterberg-2-185,ITA,46.3668,11.2837
CS77088,0.003249523,0.117754289,0.027595793,0.984879919,0.452854863,0.379685808,0.000196743,-0.798941799,0.716663694,0.151769691,0.167262586,1.19270948,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.650122975,-1.239551013,4.579279976,2.473234566,0.47960714,-9.52E-15,Mitterberg-3-187,ITA,46.3668,11.2837
CS77089,0.00297744,0.102473853,0.029055607,0.973503347,0.629672507,0.284053696,0.00018236,-0.686363636,0.735272092,0.155513288,0.086091437,2.216737592,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.713322044,-1.900940722,4.226709431,1.998922919,0.491282153,-8.88E-15,Mitterberg-3-188,ITA,46.3668,11.2837
CS77090,0.0029528,0.110491742,0.026724169,0.959656501,0.468383713,0.449594085,0.00024239,1.058417636,0.748077852,0.127206275,0.081779812,1.041792426,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-1.051252768,0.159835303,-0.497719098,-0.289061288,0.115914326,1.55E-15,Mitterberg-3-189,ITA,46.3668,11.2837
CS77093,0.000674532,0.039249963,0.017185545,0.934851395,0.505064086,0.383006687,0.000234869,0.937946456,0.711717199,0.204144412,0.111694357,1.318682161,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.81573546,-0.124437022,-0.203988849,-0.151532599,0.25837853,4.72E-16,Mitterberg-4-192,ITA,46.3718,11.2866
CS77094,0.001591455,0.050484689,0.031523518,0.97440035,0.367763319,0.374911451,0.051162209,0.937946456,0.781368118,0.139401795,0.206163022,0.980933813,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-0.273361783,0.634930972,0.339123172,-0.784769286,0.330962778,9.70E-16,Mitterberg-4-193,ITA,46.3718,11.2866
CS77095,0.002946135,0.111906232,0.026326818,0.969430005,0.455929493,0.318644589,0.096299044,1.042508829,0.652932608,0.226693062,0.129126874,1.43084022,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-0.123133322,0.527749021,0.497856982,-1.872825339,0.117602077,1.50E-15,Mitterberg-4-194,ITA,46.3718,11.2866
CS77096,0.003290182,0.140872962,0.023355667,0.957199522,0.302886853,0.175851867,0.000143397,1.007690472,0.601214855,0.24603412,0.521117883,1.722397714,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,0.674096875,0.602462005,-0.471655318,0.191601999,1.463401193,-2.22E-16,MNF-Che-2,USA,43.5251,-86.1843
CS77097,0.002603755,0.109353745,0.023810387,-0.002159395,0.673235013,0.201316698,0.000132273,0.971849158,0.598007498,0.26163048,0.125316015,3.344158832,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,0.798286494,-1.236213508,-0.734851525,-0.011004235,-1.020036209,6.38E-16,MNF-Jac-12,USA,43.5187,-86.1739
CS77098,0.002047195,0.070653249,0.028975242,0.037399444,0.689730221,0.061601529,0.000132264,0.992595222,0.683291789,0.215009731,0.248535986,11.19664126,Accession,Alk,C4,F,C4_Alk_F,9,OH-But,1.331195605,-1.350258499,-0.833317606,-0.051240139,-0.449854554,3.47E-16,MNF-Pin-39,USA,43.5356,-86.1788
CS77099,0.002077632,0.119937051,0.017322687,0.835258078,0.295521097,0.232515584,0.000191591,1.054290528,0.601058482,0.248277301,0.471771728,1.27097329,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,0.601869491,0.651223982,-0.62314712,0.179857958,1.045376509,7.77E-16,MNF-Pot-21,USA,43.595,-86.2657
CS77100,0.001313001,0.049862484,0.026332443,0.975453599,0.474916293,0.117936015,-0.00436827,0.938110008,0.80993359,0.125100812,0.411515963,4.026897911,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,0.405652081,-0.165362187,-0.344496449,0.045781272,1.420411824,-5.55E-16,MNF-Pot-75,USA,43.595,-86.2657
CS77101,0.003163226,0.167448141,0.01889078,0.953370085,0.727290278,0.238941902,0.000235326,0.808817526,0.622448356,0.185356506,0.033532494,3.043795463,Accession,Alk,C3,F,C3_Alk_F,1,Allyl,-0.820560492,-1.164539531,0.098588885,-0.360272694,0.425210194,-7.22E-16,MNF-Riv-21,USA,43.5139,-86.1859
CS77102,0.003996443,0.140106764,0.028524269,0.987466636,0.818817122,0.210488088,-0.004074809,0.938110008,0.718927138,0.123805242,-0.025230401,3.8900877,Accession,Alk,C3,NF,C3_Alk_NF,2,Allyl,-1.019971212,-1.44195878,-0.299588073,-0.661256681,0.444971246,1.11E-16,IP-Moa-0,ESP,42.46,0.7
